repeat,fold,mean_accuracy,mean_balacc,mean_f1,attention_accuracy,attention_balacc,attention_f1
48,3,0.5,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0
48,4,0.5,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.16666666666666666
48,5,0.25,0.3333333333333333,0.13333333333333333,0.25,0.16666666666666666,0.13333333333333333
49,1,0.25,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0
49,2,0.5,0.5,0.38888888888888884,0.0,0.0,0.0
49,3,0.5,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0
49,4,0.25,0.3333333333333333,0.2222222222222222,0.75,0.8333333333333334,0.7777777777777777
49,5,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
50,1,0.25,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0
50,2,0.5,0.5,0.4444444444444444,0.25,0.16666666666666666,0.16666666666666666
50,3,0.0,0.0,0.0,0.25,0.3333333333333333,0.16666666666666666
50,4,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.16666666666666666
50,5,0.25,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,0.16666666666666666
