split,model,k,full,top_k
127,virchow2,20,0.3333333333333333,0.3333333333333333
127,virchow2,50,0.3333333333333333,0.3333333333333333
127,virchow2,100,0.3333333333333333,0.3333333333333333
127,virchow2,200,0.3333333333333333,0.0
127,virchow2,500,0.3333333333333333,0.0
127,virchow2,1000,0.3333333333333333,0.3333333333333333
128,gigapath,20,0.3333333333333333,0.3333333333333333
128,gigapath,50,0.3333333333333333,0.16666666666666666
128,gigapath,100,0.3333333333333333,0.3333333333333333
128,gigapath,200,0.3333333333333333,0.3333333333333333
128,gigapath,500,0.3333333333333333,0.3333333333333333
128,gigapath,1000,0.3333333333333333,0.3333333333333333
128,uni2,20,0.5,0.16666666666666666
128,uni2,50,0.5,0.5
128,uni2,100,0.5,0.5
128,uni2,200,0.5,0.5
128,uni2,500,0.5,0.5
128,uni2,1000,0.5,0.5
128,virchow2,20,0.16666666666666666,0.16666666666666666
128,virchow2,50,0.16666666666666666,0.3333333333333333
128,virchow2,100,0.16666666666666666,0.16666666666666666
128,virchow2,200,0.16666666666666666,0.16666666666666666
128,virchow2,500,0.16666666666666666,0.16666666666666666
128,virchow2,1000,0.16666666666666666,0.16666666666666666
129,gigapath,20,0.6666666666666666,0.8333333333333334
129,gigapath,50,0.6666666666666666,0.6666666666666666
129,gigapath,100,0.6666666666666666,0.6666666666666666
129,gigapath,200,0.6666666666666666,0.6666666666666666
129,gigapath,500,0.6666666666666666,0.6666666666666666
129,gigapath,1000,0.6666666666666666,0.6666666666666666
129,uni2,20,0.6666666666666666,0.6666666666666666
129,uni2,50,0.6666666666666666,0.6666666666666666
129,uni2,100,0.6666666666666666,0.6666666666666666
129,uni2,200,0.6666666666666666,0.6666666666666666
129,uni2,500,0.6666666666666666,0.6666666666666666
129,uni2,1000,0.6666666666666666,0.6666666666666666
129,virchow2,20,0.6666666666666666,0.3333333333333333
129,virchow2,50,0.6666666666666666,0.3333333333333333
129,virchow2,100,0.6666666666666666,0.6666666666666666
129,virchow2,200,0.6666666666666666,0.6666666666666666
129,virchow2,500,0.6666666666666666,0.6666666666666666
129,virchow2,1000,0.6666666666666666,0.6666666666666666
130,gigapath,20,0.5,0.6666666666666666
130,gigapath,50,0.5,0.16666666666666666
130,gigapath,100,0.5,0.16666666666666666
130,gigapath,200,0.5,0.5
130,gigapath,500,0.5,0.5
130,gigapath,1000,0.5,0.5
130,uni2,20,0.3333333333333333,0.5
130,uni2,50,0.3333333333333333,0.6666666666666666
130,uni2,100,0.3333333333333333,0.3333333333333333
130,uni2,200,0.3333333333333333,0.3333333333333333
130,uni2,500,0.3333333333333333,0.3333333333333333
130,uni2,1000,0.3333333333333333,0.3333333333333333
130,virchow2,20,0.5,0.5
130,virchow2,50,0.5,0.5
130,virchow2,100,0.5,0.5
130,virchow2,200,0.5,0.5
130,virchow2,500,0.5,0.5
130,virchow2,1000,0.5,0.16666666666666666
131,gigapath,20,0.5,0.6666666666666666
131,gigapath,50,0.5,0.6666666666666666
131,gigapath,100,0.5,0.6666666666666666
131,gigapath,200,0.5,0.5
131,gigapath,500,0.5,0.5
131,gigapath,1000,0.5,0.5
131,uni2,20,0.5,0.5
131,uni2,50,0.5,0.5
131,uni2,100,0.5,0.5
131,uni2,200,0.5,0.5
131,uni2,500,0.5,0.5
131,uni2,1000,0.5,0.5
131,virchow2,20,0.5,0.5
131,virchow2,50,0.5,0.5
131,virchow2,100,0.5,0.5
131,virchow2,200,0.5,0.5
131,virchow2,500,0.5,0.5
131,virchow2,1000,0.5,0.5
132,gigapath,20,0.5,0.8333333333333334
132,gigapath,50,0.5,0.6666666666666666
132,gigapath,100,0.5,0.6666666666666666
132,gigapath,200,0.5,0.5
132,gigapath,500,0.5,0.5
132,gigapath,1000,0.5,0.5
132,uni2,20,1.0,0.5
132,uni2,50,1.0,0.6666666666666666
132,uni2,100,1.0,1.0
132,uni2,200,1.0,1.0
132,uni2,500,1.0,1.0
132,uni2,1000,1.0,1.0
132,virchow2,20,0.8333333333333334,0.3333333333333333
132,virchow2,50,0.8333333333333334,0.5
132,virchow2,100,0.8333333333333334,0.8333333333333334
132,virchow2,200,0.8333333333333334,0.8333333333333334
132,virchow2,500,0.8333333333333334,0.8333333333333334
132,virchow2,1000,0.8333333333333334,0.8333333333333334
133,gigapath,20,0.3333333333333333,0.3333333333333333
133,gigapath,50,0.3333333333333333,0.3333333333333333
133,gigapath,100,0.3333333333333333,0.3333333333333333
133,gigapath,200,0.3333333333333333,0.3333333333333333
133,gigapath,500,0.3333333333333333,0.3333333333333333
133,gigapath,1000,0.3333333333333333,0.3333333333333333
133,uni2,20,0.3333333333333333,0.0
133,uni2,50,0.3333333333333333,0.3333333333333333
133,uni2,100,0.3333333333333333,0.3333333333333333
133,uni2,200,0.3333333333333333,0.3333333333333333
133,uni2,500,0.3333333333333333,0.3333333333333333
133,uni2,1000,0.3333333333333333,0.3333333333333333
133,virchow2,20,0.0,0.0
133,virchow2,50,0.0,0.0
133,virchow2,100,0.0,0.0
133,virchow2,200,0.0,0.0
133,virchow2,500,0.0,0.0
133,virchow2,1000,0.0,0.0
134,gigapath,20,0.6666666666666666,0.6666666666666666
134,gigapath,50,0.6666666666666666,0.6666666666666666
134,gigapath,100,0.6666666666666666,0.6666666666666666
134,gigapath,200,0.6666666666666666,0.6666666666666666
134,gigapath,500,0.6666666666666666,0.6666666666666666
134,gigapath,1000,0.6666666666666666,0.6666666666666666
134,uni2,20,0.5,0.8333333333333334
134,uni2,50,0.5,0.5
134,uni2,100,0.5,0.3333333333333333
134,uni2,200,0.5,0.6666666666666666
134,uni2,500,0.5,0.5
134,uni2,1000,0.5,0.5
134,virchow2,20,0.8333333333333334,0.5
134,virchow2,50,0.8333333333333334,0.5
134,virchow2,100,0.8333333333333334,0.8333333333333334
134,virchow2,200,0.8333333333333334,0.6666666666666666
134,virchow2,500,0.8333333333333334,0.8333333333333334
134,virchow2,1000,0.8333333333333334,0.8333333333333334
135,gigapath,20,0.0,0.0
135,gigapath,50,0.0,0.0
135,gigapath,100,0.0,0.0
135,gigapath,200,0.0,0.0
135,gigapath,500,0.0,0.3333333333333333
135,gigapath,1000,0.0,0.0
135,uni2,20,0.3333333333333333,0.3333333333333333
135,uni2,50,0.3333333333333333,0.5
135,uni2,100,0.3333333333333333,0.5
135,uni2,200,0.3333333333333333,0.5
135,uni2,500,0.3333333333333333,0.3333333333333333
135,uni2,1000,0.3333333333333333,0.3333333333333333
135,virchow2,20,0.0,0.3333333333333333
135,virchow2,50,0.0,0.0
135,virchow2,100,0.0,0.0
135,virchow2,200,0.0,0.0
135,virchow2,500,0.0,0.0
135,virchow2,1000,0.0,0.0
136,gigapath,20,0.5,0.0
136,gigapath,50,0.5,0.5
136,gigapath,100,0.5,0.5
136,gigapath,200,0.5,0.5
136,gigapath,500,0.5,0.5
136,gigapath,1000,0.5,0.5
136,uni2,20,0.5,0.16666666666666666
136,uni2,50,0.5,0.5
136,uni2,100,0.5,0.5
136,uni2,200,0.5,0.5
136,uni2,500,0.5,0.5
136,uni2,1000,0.5,0.5
136,virchow2,20,0.5,0.6666666666666666
136,virchow2,50,0.5,0.3333333333333333
136,virchow2,100,0.5,0.5
136,virchow2,200,0.5,0.5
136,virchow2,500,0.5,0.5
136,virchow2,1000,0.5,0.5
137,gigapath,20,0.5,0.5
137,gigapath,50,0.5,0.5
137,gigapath,100,0.5,0.6666666666666666
137,gigapath,200,0.5,0.6666666666666666
137,gigapath,500,0.5,0.5
137,gigapath,1000,0.5,0.5
137,uni2,20,1.0,0.5
137,uni2,50,1.0,0.6666666666666666
137,uni2,100,1.0,1.0
137,uni2,200,1.0,1.0
137,uni2,500,1.0,1.0
137,uni2,1000,1.0,1.0
137,virchow2,20,0.5,0.5
137,virchow2,50,0.5,0.5
137,virchow2,100,0.5,0.5
137,virchow2,200,0.5,0.5
137,virchow2,500,0.5,0.5
137,virchow2,1000,0.5,0.5
138,gigapath,20,0.5,0.16666666666666666
138,gigapath,50,0.5,0.16666666666666666
138,gigapath,100,0.5,0.16666666666666666
138,gigapath,200,0.5,0.16666666666666666
138,gigapath,500,0.5,0.5
138,gigapath,1000,0.5,0.5
138,uni2,20,0.5,0.3333333333333333
138,uni2,50,0.5,0.8333333333333334
138,uni2,100,0.5,0.6666666666666666
138,uni2,200,0.5,0.8333333333333334
138,uni2,500,0.5,0.8333333333333334
138,uni2,1000,0.5,0.8333333333333334
138,virchow2,20,0.16666666666666666,0.3333333333333333
138,virchow2,50,0.16666666666666666,0.5
138,virchow2,100,0.16666666666666666,0.16666666666666666
138,virchow2,200,0.16666666666666666,0.16666666666666666
138,virchow2,500,0.16666666666666666,0.16666666666666666
138,virchow2,1000,0.16666666666666666,0.16666666666666666
139,gigapath,20,0.0,0.0
139,gigapath,50,0.0,0.0
139,gigapath,100,0.0,0.0
139,gigapath,200,0.0,0.0
139,gigapath,500,0.0,0.0
139,gigapath,1000,0.0,0.0
139,uni2,20,0.5,0.5
139,uni2,50,0.5,0.5
139,uni2,100,0.5,0.5
139,uni2,200,0.5,0.5
139,uni2,500,0.5,0.5
139,uni2,1000,0.5,0.5
139,virchow2,20,0.0,0.3333333333333333
139,virchow2,50,0.0,0.3333333333333333
139,virchow2,100,0.0,0.0
139,virchow2,200,0.0,0.16666666666666666
139,virchow2,500,0.0,0.3333333333333333
139,virchow2,1000,0.0,0.3333333333333333
140,gigapath,20,0.5,0.5
140,gigapath,50,0.5,0.5
140,gigapath,100,0.5,0.5
140,gigapath,200,0.5,0.5
140,gigapath,500,0.5,0.5
140,gigapath,1000,0.5,0.5
140,uni2,20,0.5,0.0
140,uni2,50,0.5,0.16666666666666666
140,uni2,100,0.5,0.5
140,uni2,200,0.5,0.5
140,uni2,500,0.5,0.5
140,uni2,1000,0.5,0.5
140,virchow2,20,0.5,0.5
140,virchow2,50,0.5,0.5
140,virchow2,100,0.5,0.3333333333333333
140,virchow2,200,0.5,0.3333333333333333
140,virchow2,500,0.5,0.5
140,virchow2,1000,0.5,0.5
141,gigapath,20,0.16666666666666666,0.16666666666666666
141,gigapath,50,0.16666666666666666,0.16666666666666666
141,gigapath,100,0.16666666666666666,0.16666666666666666
141,gigapath,200,0.16666666666666666,0.16666666666666666
141,gigapath,500,0.16666666666666666,0.16666666666666666
141,gigapath,1000,0.16666666666666666,0.16666666666666666
141,uni2,20,0.16666666666666666,0.16666666666666666
141,uni2,50,0.16666666666666666,0.16666666666666666
141,uni2,100,0.16666666666666666,0.16666666666666666
141,uni2,200,0.16666666666666666,0.16666666666666666
141,uni2,500,0.16666666666666666,0.16666666666666666
141,uni2,1000,0.16666666666666666,0.16666666666666666
141,virchow2,20,0.16666666666666666,0.16666666666666666
141,virchow2,50,0.16666666666666666,0.16666666666666666
141,virchow2,100,0.16666666666666666,0.16666666666666666
141,virchow2,200,0.16666666666666666,0.16666666666666666
141,virchow2,500,0.16666666666666666,0.16666666666666666
141,virchow2,1000,0.16666666666666666,0.16666666666666666
142,gigapath,20,0.3333333333333333,0.5
142,gigapath,50,0.3333333333333333,0.5
142,gigapath,100,0.3333333333333333,0.5
142,gigapath,200,0.3333333333333333,0.5
142,gigapath,500,0.3333333333333333,0.3333333333333333
142,gigapath,1000,0.3333333333333333,0.3333333333333333
142,uni2,20,0.5,0.3333333333333333
142,uni2,50,0.5,0.3333333333333333
142,uni2,100,0.5,0.5
142,uni2,200,0.5,0.5
142,uni2,500,0.5,0.5
142,uni2,1000,0.5,0.5
142,virchow2,20,0.3333333333333333,0.6666666666666666
142,virchow2,50,0.3333333333333333,0.3333333333333333
142,virchow2,100,0.3333333333333333,0.3333333333333333
142,virchow2,200,0.3333333333333333,0.3333333333333333
142,virchow2,500,0.3333333333333333,0.3333333333333333
142,virchow2,1000,0.3333333333333333,0.3333333333333333
143,gigapath,20,0.16666666666666666,0.5
143,gigapath,50,0.16666666666666666,0.5
143,gigapath,100,0.16666666666666666,0.16666666666666666
143,gigapath,200,0.16666666666666666,0.16666666666666666
143,gigapath,500,0.16666666666666666,0.16666666666666666
143,gigapath,1000,0.16666666666666666,0.16666666666666666
143,uni2,20,1.0,0.8333333333333334
143,uni2,50,1.0,0.8333333333333334
143,uni2,100,1.0,1.0
143,uni2,200,1.0,1.0
143,uni2,500,1.0,1.0
143,uni2,1000,1.0,1.0
143,virchow2,20,0.16666666666666666,0.16666666666666666
143,virchow2,50,0.16666666666666666,0.16666666666666666
143,virchow2,100,0.16666666666666666,0.16666666666666666
143,virchow2,200,0.16666666666666666,0.16666666666666666
143,virchow2,500,0.16666666666666666,0.16666666666666666
143,virchow2,1000,0.16666666666666666,0.16666666666666666
144,gigapath,20,0.8333333333333334,0.8333333333333334
144,gigapath,50,0.8333333333333334,0.8333333333333334
144,gigapath,100,0.8333333333333334,0.8333333333333334
144,gigapath,200,0.8333333333333334,0.8333333333333334
144,gigapath,500,0.8333333333333334,0.8333333333333334
144,gigapath,1000,0.8333333333333334,0.8333333333333334
144,uni2,20,0.8333333333333334,0.5
144,uni2,50,0.8333333333333334,1.0
144,uni2,100,0.8333333333333334,1.0
144,uni2,200,0.8333333333333334,1.0
144,uni2,500,0.8333333333333334,0.8333333333333334
144,uni2,1000,0.8333333333333334,1.0
144,virchow2,20,1.0,0.5
144,virchow2,50,1.0,0.5
144,virchow2,100,1.0,0.6666666666666666
144,virchow2,200,1.0,0.8333333333333334
144,virchow2,500,1.0,0.8333333333333334
144,virchow2,1000,1.0,1.0
145,gigapath,20,0.6666666666666666,0.6666666666666666
145,gigapath,50,0.6666666666666666,0.6666666666666666
145,gigapath,100,0.6666666666666666,0.6666666666666666
145,gigapath,200,0.6666666666666666,0.6666666666666666
145,gigapath,500,0.6666666666666666,0.6666666666666666
145,gigapath,1000,0.6666666666666666,0.6666666666666666
145,uni2,20,0.6666666666666666,0.3333333333333333
145,uni2,50,0.6666666666666666,0.3333333333333333
145,uni2,100,0.6666666666666666,0.6666666666666666
145,uni2,200,0.6666666666666666,0.6666666666666666
145,uni2,500,0.6666666666666666,0.6666666666666666
145,uni2,1000,0.6666666666666666,0.6666666666666666
145,virchow2,20,0.6666666666666666,0.6666666666666666
145,virchow2,50,0.6666666666666666,0.6666666666666666
145,virchow2,100,0.6666666666666666,0.6666666666666666
145,virchow2,200,0.6666666666666666,0.6666666666666666
145,virchow2,500,0.6666666666666666,0.6666666666666666
145,virchow2,1000,0.6666666666666666,0.6666666666666666
146,gigapath,20,0.16666666666666666,0.3333333333333333
146,gigapath,50,0.16666666666666666,0.5
146,gigapath,100,0.16666666666666666,0.5
146,gigapath,200,0.16666666666666666,0.16666666666666666
146,gigapath,500,0.16666666666666666,0.16666666666666666
146,gigapath,1000,0.16666666666666666,0.16666666666666666
146,uni2,20,0.6666666666666666,0.3333333333333333
146,uni2,50,0.6666666666666666,0.6666666666666666
146,uni2,100,0.6666666666666666,0.6666666666666666
146,uni2,200,0.6666666666666666,0.6666666666666666
146,uni2,500,0.6666666666666666,0.6666666666666666
146,uni2,1000,0.6666666666666666,0.6666666666666666
146,virchow2,20,0.16666666666666666,0.0
146,virchow2,50,0.16666666666666666,0.5
146,virchow2,100,0.16666666666666666,0.16666666666666666
146,virchow2,200,0.16666666666666666,0.16666666666666666
146,virchow2,500,0.16666666666666666,0.16666666666666666
146,virchow2,1000,0.16666666666666666,0.16666666666666666
147,gigapath,20,0.5,0.5
147,gigapath,50,0.5,0.5
147,gigapath,100,0.5,0.8333333333333334
147,gigapath,200,0.5,0.8333333333333334
147,gigapath,500,0.5,0.8333333333333334
147,gigapath,1000,0.5,0.8333333333333334
147,uni2,20,0.8333333333333334,0.16666666666666666
147,uni2,50,0.8333333333333334,0.8333333333333334
147,uni2,100,0.8333333333333334,0.8333333333333334
147,uni2,200,0.8333333333333334,0.8333333333333334
147,uni2,500,0.8333333333333334,0.8333333333333334
147,uni2,1000,0.8333333333333334,0.8333333333333334
147,virchow2,20,0.8333333333333334,0.8333333333333334
147,virchow2,50,0.8333333333333334,0.5
147,virchow2,100,0.8333333333333334,0.8333333333333334
147,virchow2,200,0.8333333333333334,0.8333333333333334
147,virchow2,500,0.8333333333333334,0.8333333333333334
147,virchow2,1000,0.8333333333333334,0.8333333333333334
148,gigapath,20,0.16666666666666666,0.0
148,gigapath,50,0.16666666666666666,0.16666666666666666
148,gigapath,100,0.16666666666666666,0.0
148,gigapath,200,0.16666666666666666,0.0
148,gigapath,500,0.16666666666666666,0.0
148,gigapath,1000,0.16666666666666666,0.0
148,uni2,20,0.0,0.3333333333333333
148,uni2,50,0.0,0.3333333333333333
148,uni2,100,0.0,0.3333333333333333
148,uni2,200,0.0,0.0
148,uni2,500,0.0,0.0
148,uni2,1000,0.0,0.0
148,virchow2,20,0.3333333333333333,0.16666666666666666
148,virchow2,50,0.3333333333333333,0.16666666666666666
148,virchow2,100,0.3333333333333333,0.16666666666666666
148,virchow2,200,0.3333333333333333,0.0
148,virchow2,500,0.3333333333333333,0.3333333333333333
148,virchow2,1000,0.3333333333333333,0.3333333333333333
149,gigapath,20,0.5,0.5
149,gigapath,50,0.5,0.5
149,gigapath,100,0.5,0.5
149,gigapath,200,0.5,0.5
149,gigapath,500,0.5,0.5
149,gigapath,1000,0.5,0.5
149,uni2,20,0.5,0.8333333333333334
149,uni2,50,0.5,0.5
149,uni2,100,0.5,0.5
149,uni2,200,0.5,0.5
149,uni2,500,0.5,0.5
149,uni2,1000,0.5,0.5
149,virchow2,20,0.5,0.3333333333333333
149,virchow2,50,0.5,0.16666666666666666
149,virchow2,100,0.5,0.0
149,virchow2,200,0.5,0.0
149,virchow2,500,0.5,0.16666666666666666
149,virchow2,1000,0.5,0.16666666666666666
150,gigapath,20,0.3333333333333333,0.6666666666666666
150,gigapath,50,0.3333333333333333,0.5
150,gigapath,100,0.3333333333333333,0.3333333333333333
150,gigapath,200,0.3333333333333333,0.3333333333333333
150,gigapath,500,0.3333333333333333,0.3333333333333333
150,gigapath,1000,0.3333333333333333,0.3333333333333333
150,uni2,20,0.5,0.3333333333333333
150,uni2,50,0.5,0.6666666666666666
150,uni2,100,0.5,0.5
150,uni2,200,0.5,0.5
150,uni2,500,0.5,0.6666666666666666
150,uni2,1000,0.5,0.5
150,virchow2,20,0.3333333333333333,0.5
150,virchow2,50,0.3333333333333333,0.5
150,virchow2,100,0.3333333333333333,0.5
150,virchow2,200,0.3333333333333333,0.3333333333333333
150,virchow2,500,0.3333333333333333,0.3333333333333333
150,virchow2,1000,0.3333333333333333,0.3333333333333333
151,gigapath,20,0.16666666666666666,0.16666666666666666
151,gigapath,50,0.16666666666666666,0.0
151,gigapath,100,0.16666666666666666,0.16666666666666666
151,gigapath,200,0.16666666666666666,0.16666666666666666
151,gigapath,500,0.16666666666666666,0.16666666666666666
151,gigapath,1000,0.16666666666666666,0.16666666666666666
151,uni2,20,0.16666666666666666,0.16666666666666666
151,uni2,50,0.16666666666666666,0.16666666666666666
151,uni2,100,0.16666666666666666,0.16666666666666666
151,uni2,200,0.16666666666666666,0.16666666666666666
151,uni2,500,0.16666666666666666,0.16666666666666666
151,uni2,1000,0.16666666666666666,0.16666666666666666
151,virchow2,20,0.16666666666666666,0.16666666666666666
151,virchow2,50,0.16666666666666666,0.0
151,virchow2,100,0.16666666666666666,0.0
151,virchow2,200,0.16666666666666666,0.0
151,virchow2,500,0.16666666666666666,0.16666666666666666
151,virchow2,1000,0.16666666666666666,0.16666666666666666
152,gigapath,20,0.5,0.8333333333333334
152,gigapath,50,0.5,0.8333333333333334
152,gigapath,100,0.5,0.8333333333333334
152,gigapath,200,0.5,0.5
152,gigapath,500,0.5,0.5
152,gigapath,1000,0.5,0.5
152,uni2,20,0.5,0.3333333333333333
152,uni2,50,0.5,0.8333333333333334
152,uni2,100,0.5,0.8333333333333334
152,uni2,200,0.5,0.8333333333333334
152,uni2,500,0.5,0.5
152,uni2,1000,0.5,0.5
152,virchow2,20,0.5,0.8333333333333334
152,virchow2,50,0.5,0.8333333333333334
152,virchow2,100,0.5,0.5
152,virchow2,200,0.5,0.5
152,virchow2,500,0.5,0.5
152,virchow2,1000,0.5,0.5
153,gigapath,20,0.5,0.5
153,gigapath,50,0.5,0.5
153,gigapath,100,0.5,0.5
153,gigapath,200,0.5,0.5
153,gigapath,500,0.5,0.5
153,gigapath,1000,0.5,0.5
153,uni2,20,0.5,0.5
153,uni2,50,0.5,0.5
153,uni2,100,0.5,0.5
153,uni2,200,0.5,0.5
153,uni2,500,0.5,0.5
153,uni2,1000,0.5,0.5
153,virchow2,20,0.5,0.16666666666666666
153,virchow2,50,0.5,0.5
153,virchow2,100,0.5,0.16666666666666666
153,virchow2,200,0.5,0.5
153,virchow2,500,0.5,0.5
153,virchow2,1000,0.5,0.5
154,gigapath,20,0.6666666666666666,0.6666666666666666
154,gigapath,50,0.6666666666666666,0.6666666666666666
154,gigapath,100,0.6666666666666666,0.6666666666666666
154,gigapath,200,0.6666666666666666,0.6666666666666666
154,gigapath,500,0.6666666666666666,0.6666666666666666
154,gigapath,1000,0.6666666666666666,0.6666666666666666
154,uni2,20,0.6666666666666666,0.6666666666666666
154,uni2,50,0.6666666666666666,0.6666666666666666
154,uni2,100,0.6666666666666666,0.6666666666666666
154,uni2,200,0.6666666666666666,0.8333333333333334
154,uni2,500,0.6666666666666666,0.6666666666666666
154,uni2,1000,0.6666666666666666,0.6666666666666666
154,virchow2,20,0.8333333333333334,0.5
154,virchow2,50,0.8333333333333334,0.8333333333333334
154,virchow2,100,0.8333333333333334,0.8333333333333334
154,virchow2,200,0.8333333333333334,0.8333333333333334
154,virchow2,500,0.8333333333333334,0.8333333333333334
154,virchow2,1000,0.8333333333333334,0.8333333333333334
155,gigapath,20,0.5,0.3333333333333333
155,gigapath,50,0.5,0.8333333333333334
155,gigapath,100,0.5,0.5
155,gigapath,200,0.5,0.16666666666666666
155,gigapath,500,0.5,0.5
155,gigapath,1000,0.5,0.5
155,uni2,20,0.5,0.6666666666666666
155,uni2,50,0.5,0.5
155,uni2,100,0.5,0.6666666666666666
155,uni2,200,0.5,0.5
155,uni2,500,0.5,0.5
155,uni2,1000,0.5,0.5
155,virchow2,20,0.16666666666666666,0.16666666666666666
155,virchow2,50,0.16666666666666666,0.16666666666666666
155,virchow2,100,0.16666666666666666,0.16666666666666666
155,virchow2,200,0.16666666666666666,0.16666666666666666
155,virchow2,500,0.16666666666666666,0.16666666666666666
155,virchow2,1000,0.16666666666666666,0.16666666666666666
156,gigapath,20,0.16666666666666666,0.16666666666666666
156,gigapath,50,0.16666666666666666,0.3333333333333333
156,gigapath,100,0.16666666666666666,0.3333333333333333
156,gigapath,200,0.16666666666666666,0.6666666666666666
156,gigapath,500,0.16666666666666666,0.16666666666666666
156,gigapath,1000,0.16666666666666666,0.16666666666666666
156,uni2,20,0.16666666666666666,0.0
156,uni2,50,0.16666666666666666,0.3333333333333333
156,uni2,100,0.16666666666666666,0.3333333333333333
156,uni2,200,0.16666666666666666,0.3333333333333333
156,uni2,500,0.16666666666666666,0.3333333333333333
156,uni2,1000,0.16666666666666666,0.16666666666666666
156,virchow2,20,0.16666666666666666,0.6666666666666666
156,virchow2,50,0.16666666666666666,0.16666666666666666
156,virchow2,100,0.16666666666666666,0.3333333333333333
156,virchow2,200,0.16666666666666666,0.3333333333333333
156,virchow2,500,0.16666666666666666,0.3333333333333333
156,virchow2,1000,0.16666666666666666,0.3333333333333333
157,gigapath,20,0.6666666666666666,0.6666666666666666
157,gigapath,50,0.6666666666666666,0.6666666666666666
157,gigapath,100,0.6666666666666666,0.6666666666666666
157,gigapath,200,0.6666666666666666,0.6666666666666666
157,gigapath,500,0.6666666666666666,0.6666666666666666
157,gigapath,1000,0.6666666666666666,0.6666666666666666
157,uni2,20,0.6666666666666666,0.5
157,uni2,50,0.6666666666666666,0.6666666666666666
157,uni2,100,0.6666666666666666,0.6666666666666666
157,uni2,200,0.6666666666666666,0.6666666666666666
157,uni2,500,0.6666666666666666,0.6666666666666666
157,uni2,1000,0.6666666666666666,0.6666666666666666
157,virchow2,20,0.6666666666666666,0.6666666666666666
157,virchow2,50,0.6666666666666666,0.6666666666666666
157,virchow2,100,0.6666666666666666,0.6666666666666666
157,virchow2,200,0.6666666666666666,0.6666666666666666
157,virchow2,500,0.6666666666666666,0.6666666666666666
157,virchow2,1000,0.6666666666666666,0.6666666666666666
158,gigapath,20,0.5,0.5
158,gigapath,50,0.5,0.5
158,gigapath,100,0.5,0.5
158,gigapath,200,0.5,0.5
158,gigapath,500,0.5,0.5
158,gigapath,1000,0.5,0.5
158,uni2,20,0.5,0.0
158,uni2,50,0.5,0.5
158,uni2,100,0.5,0.5
158,uni2,200,0.5,0.8333333333333334
158,uni2,500,0.5,0.5
158,uni2,1000,0.5,0.8333333333333334
158,virchow2,20,0.8333333333333334,0.16666666666666666
158,virchow2,50,0.8333333333333334,0.5
158,virchow2,100,0.8333333333333334,0.5
158,virchow2,200,0.8333333333333334,0.8333333333333334
158,virchow2,500,0.8333333333333334,0.8333333333333334
158,virchow2,1000,0.8333333333333334,0.8333333333333334
159,gigapath,20,0.16666666666666666,0.16666666666666666
159,gigapath,50,0.16666666666666666,0.16666666666666666
159,gigapath,100,0.16666666666666666,0.16666666666666666
159,gigapath,200,0.16666666666666666,0.16666666666666666
159,gigapath,500,0.16666666666666666,0.16666666666666666
159,gigapath,1000,0.16666666666666666,0.16666666666666666
159,uni2,20,0.16666666666666666,0.5
159,uni2,50,0.16666666666666666,0.16666666666666666
159,uni2,100,0.16666666666666666,0.16666666666666666
159,uni2,200,0.16666666666666666,0.16666666666666666
159,uni2,500,0.16666666666666666,0.16666666666666666
159,uni2,1000,0.16666666666666666,0.16666666666666666
159,virchow2,20,0.0,0.16666666666666666
159,virchow2,50,0.0,0.0
159,virchow2,100,0.0,0.0
159,virchow2,200,0.0,0.0
159,virchow2,500,0.0,0.0
159,virchow2,1000,0.0,0.0
160,gigapath,20,0.0,0.3333333333333333
160,gigapath,50,0.0,0.3333333333333333
160,gigapath,100,0.0,0.0
160,gigapath,200,0.0,0.0
160,gigapath,500,0.0,0.0
160,gigapath,1000,0.0,0.0
160,uni2,20,0.6666666666666666,0.6666666666666666
160,uni2,50,0.6666666666666666,0.6666666666666666
160,uni2,100,0.6666666666666666,0.6666666666666666
160,uni2,200,0.6666666666666666,0.6666666666666666
160,uni2,500,0.6666666666666666,0.6666666666666666
160,uni2,1000,0.6666666666666666,0.6666666666666666
160,virchow2,20,0.0,0.0
160,virchow2,50,0.0,0.0
160,virchow2,100,0.0,0.16666666666666666
160,virchow2,200,0.0,0.16666666666666666
160,virchow2,500,0.0,0.0
160,virchow2,1000,0.0,0.0
161,gigapath,20,0.16666666666666666,0.3333333333333333
161,gigapath,50,0.16666666666666666,0.0
161,gigapath,100,0.16666666666666666,0.0
161,gigapath,200,0.16666666666666666,0.0
161,gigapath,500,0.16666666666666666,0.0
161,gigapath,1000,0.16666666666666666,0.3333333333333333
161,uni2,20,0.5,0.16666666666666666
161,uni2,50,0.5,0.5
161,uni2,100,0.5,0.5
161,uni2,200,0.5,0.5
161,uni2,500,0.5,0.5
161,uni2,1000,0.5,0.5
161,virchow2,20,0.3333333333333333,0.3333333333333333
161,virchow2,50,0.3333333333333333,0.0
161,virchow2,100,0.3333333333333333,0.0
161,virchow2,200,0.3333333333333333,0.3333333333333333
161,virchow2,500,0.3333333333333333,0.3333333333333333
161,virchow2,1000,0.3333333333333333,0.3333333333333333
162,gigapath,20,0.5,0.5
162,gigapath,50,0.5,0.5
162,gigapath,100,0.5,0.5
162,gigapath,200,0.5,0.5
162,gigapath,500,0.5,0.5
162,gigapath,1000,0.5,0.5
162,uni2,20,0.5,0.6666666666666666
162,uni2,50,0.5,0.8333333333333334
162,uni2,100,0.5,0.5
