split,model,k,full,top_k
99,uni2,1000,0.16666666666666666,0.16666666666666666
99,virchow2,20,0.16666666666666666,0.16666666666666666
99,virchow2,50,0.16666666666666666,0.16666666666666666
99,virchow2,100,0.16666666666666666,0.16666666666666666
99,virchow2,200,0.16666666666666666,0.16666666666666666
99,virchow2,500,0.16666666666666666,0.16666666666666666
99,virchow2,1000,0.16666666666666666,0.16666666666666666
100,gigapath,20,0.5,0.3333333333333333
100,gigapath,50,0.5,0.3333333333333333
100,gigapath,100,0.5,0.3333333333333333
100,gigapath,200,0.5,0.5
100,gigapath,500,0.5,0.5
100,gigapath,1000,0.5,0.5
100,uni2,20,0.5,0.16666666666666666
100,uni2,50,0.5,0.16666666666666666
100,uni2,100,0.5,0.5
100,uni2,200,0.5,0.5
100,uni2,500,0.5,0.5
100,uni2,1000,0.5,0.5
100,virchow2,20,0.0,0.16666666666666666
100,virchow2,50,0.0,0.0
100,virchow2,100,0.0,0.16666666666666666
100,virchow2,200,0.0,0.16666666666666666
100,virchow2,500,0.0,0.16666666666666666
100,virchow2,1000,0.0,0.16666666666666666
101,gigapath,20,0.5,0.6666666666666666
101,gigapath,50,0.5,0.5
101,gigapath,100,0.5,0.5
101,gigapath,200,0.5,0.5
101,gigapath,500,0.5,0.5
101,gigapath,1000,0.5,0.5
101,uni2,20,0.5,0.3333333333333333
101,uni2,50,0.5,0.5
101,uni2,100,0.5,0.5
101,uni2,200,0.5,0.5
101,uni2,500,0.5,0.5
101,uni2,1000,0.5,0.5
101,virchow2,20,0.0,0.3333333333333333
101,virchow2,50,0.0,0.3333333333333333
101,virchow2,100,0.0,0.0
101,virchow2,200,0.0,0.0
101,virchow2,500,0.0,0.0
101,virchow2,1000,0.0,0.0
102,gigapath,20,0.5,0.5
102,gigapath,50,0.5,0.5
102,gigapath,100,0.5,0.5
102,gigapath,200,0.5,0.5
102,gigapath,500,0.5,0.5
102,gigapath,1000,0.5,0.5
102,uni2,20,0.5,0.5
102,uni2,50,0.5,0.8333333333333334
102,uni2,100,0.5,0.8333333333333334
102,uni2,200,0.5,0.5
102,uni2,500,0.5,0.5
102,uni2,1000,0.5,0.5
102,virchow2,20,0.5,0.5
102,virchow2,50,0.5,0.5
102,virchow2,100,0.5,0.5
102,virchow2,200,0.5,0.5
102,virchow2,500,0.5,0.5
102,virchow2,1000,0.5,0.5
103,gigapath,20,0.5,0.8333333333333334
103,gigapath,50,0.5,0.16666666666666666
103,gigapath,100,0.5,0.5
103,gigapath,200,0.5,0.5
103,gigapath,500,0.5,0.16666666666666666
103,gigapath,1000,0.5,0.5
103,uni2,20,0.5,0.3333333333333333
103,uni2,50,0.5,0.5
103,uni2,100,0.5,0.5
103,uni2,200,0.5,0.5
103,uni2,500,0.5,0.6666666666666666
103,uni2,1000,0.5,0.5
103,virchow2,20,0.5,0.16666666666666666
103,virchow2,50,0.5,0.5
103,virchow2,100,0.5,0.8333333333333334
103,virchow2,200,0.5,0.5
103,virchow2,500,0.5,0.5
103,virchow2,1000,0.5,0.8333333333333334
104,gigapath,20,0.0,0.3333333333333333
104,gigapath,50,0.0,0.0
104,gigapath,100,0.0,0.3333333333333333
104,gigapath,200,0.0,0.0
104,gigapath,500,0.0,0.0
104,gigapath,1000,0.0,0.0
104,uni2,20,0.6666666666666666,0.6666666666666666
104,uni2,50,0.6666666666666666,0.6666666666666666
104,uni2,100,0.6666666666666666,0.6666666666666666
104,uni2,200,0.6666666666666666,0.6666666666666666
104,uni2,500,0.6666666666666666,0.6666666666666666
104,uni2,1000,0.6666666666666666,0.6666666666666666
104,virchow2,20,0.0,0.3333333333333333
104,virchow2,50,0.0,0.3333333333333333
104,virchow2,100,0.0,0.0
104,virchow2,200,0.0,0.0
104,virchow2,500,0.0,0.0
104,virchow2,1000,0.0,0.0
105,gigapath,20,0.6666666666666666,0.3333333333333333
105,gigapath,50,0.6666666666666666,0.6666666666666666
105,gigapath,100,0.6666666666666666,0.6666666666666666
105,gigapath,200,0.6666666666666666,0.6666666666666666
105,gigapath,500,0.6666666666666666,0.6666666666666666
105,gigapath,1000,0.6666666666666666,0.6666666666666666
105,uni2,20,0.8333333333333334,0.16666666666666666
105,uni2,50,0.8333333333333334,0.3333333333333333
105,uni2,100,0.8333333333333334,0.8333333333333334
105,uni2,200,0.8333333333333334,0.8333333333333334
105,uni2,500,0.8333333333333334,0.8333333333333334
105,uni2,1000,0.8333333333333334,0.8333333333333334
105,virchow2,20,0.6666666666666666,0.3333333333333333
105,virchow2,50,0.6666666666666666,0.8333333333333334
105,virchow2,100,0.6666666666666666,0.6666666666666666
105,virchow2,200,0.6666666666666666,0.6666666666666666
105,virchow2,500,0.6666666666666666,0.6666666666666666
105,virchow2,1000,0.6666666666666666,0.6666666666666666
106,gigapath,20,0.6666666666666666,0.5
106,gigapath,50,0.6666666666666666,0.5
106,gigapath,100,0.6666666666666666,0.6666666666666666
106,gigapath,200,0.6666666666666666,1.0
106,gigapath,500,0.6666666666666666,0.3333333333333333
106,gigapath,1000,0.6666666666666666,0.6666666666666666
106,uni2,20,0.3333333333333333,0.3333333333333333
106,uni2,50,0.3333333333333333,0.3333333333333333
106,uni2,100,0.3333333333333333,0.3333333333333333
106,uni2,200,0.3333333333333333,0.3333333333333333
106,uni2,500,0.3333333333333333,0.3333333333333333
106,uni2,1000,0.3333333333333333,0.3333333333333333
106,virchow2,20,0.3333333333333333,0.6666666666666666
106,virchow2,50,0.3333333333333333,0.16666666666666666
106,virchow2,100,0.3333333333333333,0.3333333333333333
106,virchow2,200,0.3333333333333333,0.3333333333333333
106,virchow2,500,0.3333333333333333,0.3333333333333333
106,virchow2,1000,0.3333333333333333,0.3333333333333333
107,gigapath,20,0.5,0.8333333333333334
107,gigapath,50,0.5,0.8333333333333334
107,gigapath,100,0.5,0.16666666666666666
107,gigapath,200,0.5,0.16666666666666666
107,gigapath,500,0.5,0.5
107,gigapath,1000,0.5,0.5
107,uni2,20,0.16666666666666666,0.16666666666666666
107,uni2,50,0.16666666666666666,0.16666666666666666
107,uni2,100,0.16666666666666666,0.16666666666666666
107,uni2,200,0.16666666666666666,0.16666666666666666
107,uni2,500,0.16666666666666666,0.0
107,uni2,1000,0.16666666666666666,0.16666666666666666
107,virchow2,20,0.16666666666666666,0.16666666666666666
107,virchow2,50,0.16666666666666666,0.5
107,virchow2,100,0.16666666666666666,0.5
107,virchow2,200,0.16666666666666666,0.16666666666666666
107,virchow2,500,0.16666666666666666,0.16666666666666666
107,virchow2,1000,0.16666666666666666,0.16666666666666666
108,gigapath,20,0.3333333333333333,0.3333333333333333
108,gigapath,50,0.3333333333333333,0.3333333333333333
108,gigapath,100,0.3333333333333333,0.3333333333333333
108,gigapath,200,0.3333333333333333,0.3333333333333333
108,gigapath,500,0.3333333333333333,0.3333333333333333
108,gigapath,1000,0.3333333333333333,0.3333333333333333
108,uni2,20,0.6666666666666666,0.3333333333333333
108,uni2,50,0.6666666666666666,0.3333333333333333
108,uni2,100,0.6666666666666666,0.6666666666666666
108,uni2,200,0.6666666666666666,0.6666666666666666
108,uni2,500,0.6666666666666666,0.6666666666666666
108,uni2,1000,0.6666666666666666,0.6666666666666666
108,virchow2,20,0.3333333333333333,0.3333333333333333
108,virchow2,50,0.3333333333333333,0.3333333333333333
108,virchow2,100,0.3333333333333333,0.3333333333333333
108,virchow2,200,0.3333333333333333,0.3333333333333333
108,virchow2,500,0.3333333333333333,0.3333333333333333
108,virchow2,1000,0.3333333333333333,0.3333333333333333
109,gigapath,20,0.5,0.3333333333333333
109,gigapath,50,0.5,0.5
109,gigapath,100,0.5,0.5
109,gigapath,200,0.5,0.5
109,gigapath,500,0.5,0.5
109,gigapath,1000,0.5,0.5
109,uni2,20,0.5,0.0
109,uni2,50,0.5,0.16666666666666666
109,uni2,100,0.5,0.5
109,uni2,200,0.5,0.5
109,uni2,500,0.5,0.5
109,uni2,1000,0.5,0.5
109,virchow2,20,0.16666666666666666,0.16666666666666666
109,virchow2,50,0.16666666666666666,0.16666666666666666
109,virchow2,100,0.16666666666666666,0.16666666666666666
109,virchow2,200,0.16666666666666666,0.16666666666666666
109,virchow2,500,0.16666666666666666,0.16666666666666666
109,virchow2,1000,0.16666666666666666,0.16666666666666666
110,gigapath,20,0.16666666666666666,0.5
110,gigapath,50,0.16666666666666666,0.5
110,gigapath,100,0.16666666666666666,0.5
110,gigapath,200,0.16666666666666666,0.16666666666666666
110,gigapath,500,0.16666666666666666,0.16666666666666666
110,gigapath,1000,0.16666666666666666,0.16666666666666666
110,uni2,20,0.8333333333333334,0.8333333333333334
110,uni2,50,0.8333333333333334,0.8333333333333334
110,uni2,100,0.8333333333333334,0.8333333333333334
110,uni2,200,0.8333333333333334,0.8333333333333334
110,uni2,500,0.8333333333333334,0.8333333333333334
110,uni2,1000,0.8333333333333334,0.8333333333333334
110,virchow2,20,0.16666666666666666,0.5
110,virchow2,50,0.16666666666666666,0.0
110,virchow2,100,0.16666666666666666,0.0
110,virchow2,200,0.16666666666666666,0.16666666666666666
110,virchow2,500,0.16666666666666666,0.16666666666666666
110,virchow2,1000,0.16666666666666666,0.16666666666666666
111,gigapath,20,0.16666666666666666,0.0
111,gigapath,50,0.16666666666666666,0.16666666666666666
111,gigapath,100,0.16666666666666666,0.3333333333333333
111,gigapath,200,0.16666666666666666,0.16666666666666666
111,gigapath,500,0.16666666666666666,0.16666666666666666
111,gigapath,1000,0.16666666666666666,0.16666666666666666
111,uni2,20,0.16666666666666666,0.0
111,uni2,50,0.16666666666666666,0.0
111,uni2,100,0.16666666666666666,0.3333333333333333
111,uni2,200,0.16666666666666666,0.3333333333333333
111,uni2,500,0.16666666666666666,0.16666666666666666
111,uni2,1000,0.16666666666666666,0.0
111,virchow2,20,0.0,0.0
111,virchow2,50,0.0,0.0
111,virchow2,100,0.0,0.0
111,virchow2,200,0.0,0.0
111,virchow2,500,0.0,0.0
111,virchow2,1000,0.0,0.0
112,gigapath,20,0.5,0.5
112,gigapath,50,0.5,0.0
112,gigapath,100,0.5,0.0
112,gigapath,200,0.5,0.0
112,gigapath,500,0.5,0.5
112,gigapath,1000,0.5,0.5
112,uni2,20,0.6666666666666666,0.3333333333333333
112,uni2,50,0.6666666666666666,0.6666666666666666
112,uni2,100,0.6666666666666666,0.6666666666666666
112,uni2,200,0.6666666666666666,0.6666666666666666
112,uni2,500,0.6666666666666666,0.6666666666666666
112,uni2,1000,0.6666666666666666,0.6666666666666666
112,virchow2,20,0.3333333333333333,0.0
112,virchow2,50,0.3333333333333333,0.16666666666666666
112,virchow2,100,0.3333333333333333,0.16666666666666666
112,virchow2,200,0.3333333333333333,0.16666666666666666
112,virchow2,500,0.3333333333333333,0.0
112,virchow2,1000,0.3333333333333333,0.3333333333333333
113,gigapath,20,0.5,0.5
113,gigapath,50,0.5,0.5
113,gigapath,100,0.5,0.5
113,gigapath,200,0.5,0.5
113,gigapath,500,0.5,0.5
113,gigapath,1000,0.5,0.5
113,uni2,20,0.6666666666666666,0.6666666666666666
113,uni2,50,0.6666666666666666,0.5
113,uni2,100,0.6666666666666666,0.6666666666666666
113,uni2,200,0.6666666666666666,0.6666666666666666
113,uni2,500,0.6666666666666666,0.6666666666666666
113,uni2,1000,0.6666666666666666,0.6666666666666666
113,virchow2,20,0.5,0.16666666666666666
113,virchow2,50,0.5,0.16666666666666666
113,virchow2,100,0.5,0.5
113,virchow2,200,0.5,0.16666666666666666
113,virchow2,500,0.5,0.5
113,virchow2,1000,0.5,0.5
114,gigapath,20,0.8333333333333334,1.0
114,gigapath,50,0.8333333333333334,0.8333333333333334
114,gigapath,100,0.8333333333333334,1.0
114,gigapath,200,0.8333333333333334,1.0
114,gigapath,500,0.8333333333333334,0.8333333333333334
114,gigapath,1000,0.8333333333333334,0.8333333333333334
114,uni2,20,0.8333333333333334,0.5
114,uni2,50,0.8333333333333334,0.6666666666666666
114,uni2,100,0.8333333333333334,0.6666666666666666
114,uni2,200,0.8333333333333334,0.6666666666666666
114,uni2,500,0.8333333333333334,1.0
114,uni2,1000,0.8333333333333334,0.8333333333333334
114,virchow2,20,0.8333333333333334,0.8333333333333334
114,virchow2,50,0.8333333333333334,0.8333333333333334
114,virchow2,100,0.8333333333333334,0.8333333333333334
114,virchow2,200,0.8333333333333334,0.8333333333333334
114,virchow2,500,0.8333333333333334,0.8333333333333334
114,virchow2,1000,0.8333333333333334,0.8333333333333334
115,gigapath,20,0.6666666666666666,0.6666666666666666
115,gigapath,50,0.6666666666666666,0.5
115,gigapath,100,0.6666666666666666,0.6666666666666666
115,gigapath,200,0.6666666666666666,0.6666666666666666
115,gigapath,500,0.6666666666666666,0.6666666666666666
115,gigapath,1000,0.6666666666666666,0.6666666666666666
115,uni2,20,0.6666666666666666,0.0
115,uni2,50,0.6666666666666666,0.6666666666666666
115,uni2,100,0.6666666666666666,0.6666666666666666
115,uni2,200,0.6666666666666666,0.6666666666666666
115,uni2,500,0.6666666666666666,0.6666666666666666
115,uni2,1000,0.6666666666666666,0.6666666666666666
115,virchow2,20,0.6666666666666666,0.6666666666666666
115,virchow2,50,0.6666666666666666,0.8333333333333334
115,virchow2,100,0.6666666666666666,0.6666666666666666
115,virchow2,200,0.6666666666666666,0.6666666666666666
115,virchow2,500,0.6666666666666666,0.6666666666666666
115,virchow2,1000,0.6666666666666666,0.6666666666666666
116,gigapath,20,0.6666666666666666,0.8333333333333334
116,gigapath,50,0.6666666666666666,0.8333333333333334
116,gigapath,100,0.6666666666666666,0.5
116,gigapath,200,0.6666666666666666,0.6666666666666666
116,gigapath,500,0.6666666666666666,0.6666666666666666
116,gigapath,1000,0.6666666666666666,0.6666666666666666
116,uni2,20,0.6666666666666666,0.6666666666666666
116,uni2,50,0.6666666666666666,0.3333333333333333
116,uni2,100,0.6666666666666666,0.3333333333333333
116,uni2,200,0.6666666666666666,0.6666666666666666
116,uni2,500,0.6666666666666666,0.6666666666666666
116,uni2,1000,0.6666666666666666,0.6666666666666666
116,virchow2,20,0.6666666666666666,0.6666666666666666
116,virchow2,50,0.6666666666666666,0.5
116,virchow2,100,0.6666666666666666,0.5
116,virchow2,200,0.6666666666666666,0.5
116,virchow2,500,0.6666666666666666,0.6666666666666666
116,virchow2,1000,0.6666666666666666,0.6666666666666666
117,gigapath,20,0.0,0.0
117,gigapath,50,0.0,0.0
117,gigapath,100,0.0,0.0
117,gigapath,200,0.0,0.0
117,gigapath,500,0.0,0.0
117,gigapath,1000,0.0,0.0
117,uni2,20,0.0,0.3333333333333333
117,uni2,50,0.0,0.0
117,uni2,100,0.0,0.0
117,uni2,200,0.0,0.0
117,uni2,500,0.0,0.0
117,uni2,1000,0.0,0.0
117,virchow2,20,0.0,0.0
117,virchow2,50,0.0,0.0
117,virchow2,100,0.0,0.0
117,virchow2,200,0.0,0.0
117,virchow2,500,0.0,0.0
117,virchow2,1000,0.0,0.0
118,gigapath,20,0.5,0.5
118,gigapath,50,0.5,0.5
118,gigapath,100,0.5,0.5
118,gigapath,200,0.5,0.5
118,gigapath,500,0.5,0.5
118,gigapath,1000,0.5,0.5
118,uni2,20,0.6666666666666666,0.6666666666666666
118,uni2,50,0.6666666666666666,0.6666666666666666
118,uni2,100,0.6666666666666666,0.6666666666666666
118,uni2,200,0.6666666666666666,0.6666666666666666
118,uni2,500,0.6666666666666666,0.6666666666666666
118,uni2,1000,0.6666666666666666,0.6666666666666666
118,virchow2,20,0.5,0.5
118,virchow2,50,0.5,0.5
118,virchow2,100,0.5,0.5
118,virchow2,200,0.5,0.5
118,virchow2,500,0.5,0.5
118,virchow2,1000,0.5,0.5
119,gigapath,20,0.16666666666666666,0.16666666666666666
119,gigapath,50,0.16666666666666666,0.3333333333333333
119,gigapath,100,0.16666666666666666,0.3333333333333333
119,gigapath,200,0.16666666666666666,0.16666666666666666
119,gigapath,500,0.16666666666666666,0.16666666666666666
119,gigapath,1000,0.16666666666666666,0.16666666666666666
119,uni2,20,0.5,0.16666666666666666
119,uni2,50,0.5,0.6666666666666666
119,uni2,100,0.5,0.6666666666666666
119,uni2,200,0.5,0.5
119,uni2,500,0.5,0.5
119,uni2,1000,0.5,0.5
119,virchow2,20,0.16666666666666666,0.0
119,virchow2,50,0.16666666666666666,0.16666666666666666
119,virchow2,100,0.16666666666666666,0.16666666666666666
119,virchow2,200,0.16666666666666666,0.0
119,virchow2,500,0.16666666666666666,0.16666666666666666
119,virchow2,1000,0.16666666666666666,0.16666666666666666
120,gigapath,20,0.6666666666666666,0.8333333333333334
120,gigapath,50,0.6666666666666666,0.8333333333333334
120,gigapath,100,0.6666666666666666,0.8333333333333334
120,gigapath,200,0.6666666666666666,0.6666666666666666
120,gigapath,500,0.6666666666666666,0.6666666666666666
120,gigapath,1000,0.6666666666666666,0.6666666666666666
120,uni2,20,1.0,0.5
120,uni2,50,1.0,0.6666666666666666
120,uni2,100,1.0,1.0
120,uni2,200,1.0,1.0
120,uni2,500,1.0,1.0
120,uni2,1000,1.0,1.0
120,virchow2,20,0.8333333333333334,0.5
120,virchow2,50,0.8333333333333334,0.5
120,virchow2,100,0.8333333333333334,0.6666666666666666
120,virchow2,200,0.8333333333333334,0.6666666666666666
120,virchow2,500,0.8333333333333334,0.8333333333333334
120,virchow2,1000,0.8333333333333334,0.8333333333333334
121,gigapath,20,0.3333333333333333,0.3333333333333333
121,gigapath,50,0.3333333333333333,0.3333333333333333
121,gigapath,100,0.3333333333333333,0.3333333333333333
121,gigapath,200,0.3333333333333333,0.3333333333333333
121,gigapath,500,0.3333333333333333,0.3333333333333333
121,gigapath,1000,0.3333333333333333,0.3333333333333333
121,uni2,20,0.3333333333333333,0.3333333333333333
121,uni2,50,0.3333333333333333,0.3333333333333333
121,uni2,100,0.3333333333333333,0.3333333333333333
121,uni2,200,0.3333333333333333,0.3333333333333333
121,uni2,500,0.3333333333333333,0.3333333333333333
121,uni2,1000,0.3333333333333333,0.3333333333333333
121,virchow2,20,0.3333333333333333,0.3333333333333333
121,virchow2,50,0.3333333333333333,0.3333333333333333
121,virchow2,100,0.3333333333333333,0.3333333333333333
121,virchow2,200,0.3333333333333333,0.3333333333333333
121,virchow2,500,0.3333333333333333,0.3333333333333333
121,virchow2,1000,0.3333333333333333,0.3333333333333333
122,gigapath,20,0.3333333333333333,0.3333333333333333
122,gigapath,50,0.3333333333333333,0.3333333333333333
122,gigapath,100,0.3333333333333333,0.3333333333333333
122,gigapath,200,0.3333333333333333,0.5
122,gigapath,500,0.3333333333333333,0.3333333333333333
122,gigapath,1000,0.3333333333333333,0.3333333333333333
122,uni2,20,0.3333333333333333,0.3333333333333333
122,uni2,50,0.3333333333333333,0.3333333333333333
122,uni2,100,0.3333333333333333,0.6666666666666666
122,uni2,200,0.3333333333333333,0.6666666666666666
122,uni2,500,0.3333333333333333,0.3333333333333333
122,uni2,1000,0.3333333333333333,0.5
122,virchow2,20,0.0,0.0
122,virchow2,50,0.0,0.3333333333333333
122,virchow2,100,0.0,0.3333333333333333
122,virchow2,200,0.0,0.0
122,virchow2,500,0.0,0.0
122,virchow2,1000,0.0,0.0
123,gigapath,20,0.3333333333333333,0.3333333333333333
123,gigapath,50,0.3333333333333333,0.3333333333333333
123,gigapath,100,0.3333333333333333,0.3333333333333333
123,gigapath,200,0.3333333333333333,0.3333333333333333
123,gigapath,500,0.3333333333333333,0.3333333333333333
123,gigapath,1000,0.3333333333333333,0.3333333333333333
123,uni2,20,0.3333333333333333,0.3333333333333333
123,uni2,50,0.3333333333333333,0.6666666666666666
123,uni2,100,0.3333333333333333,0.6666666666666666
123,uni2,200,0.3333333333333333,0.3333333333333333
123,uni2,500,0.3333333333333333,0.3333333333333333
123,uni2,1000,0.3333333333333333,0.3333333333333333
123,virchow2,20,0.3333333333333333,0.3333333333333333
123,virchow2,50,0.3333333333333333,0.3333333333333333
123,virchow2,100,0.3333333333333333,0.3333333333333333
123,virchow2,200,0.3333333333333333,0.3333333333333333
123,virchow2,500,0.3333333333333333,0.3333333333333333
123,virchow2,1000,0.3333333333333333,0.3333333333333333
124,gigapath,20,0.5,0.8333333333333334
124,gigapath,50,0.5,0.16666666666666666
124,gigapath,100,0.5,0.5
124,gigapath,200,0.5,0.5
124,gigapath,500,0.5,0.5
124,gigapath,1000,0.5,0.5
124,uni2,20,0.5,0.5
124,uni2,50,0.5,0.8333333333333334
124,uni2,100,0.5,0.8333333333333334
124,uni2,200,0.5,0.5
124,uni2,500,0.5,0.5
124,uni2,1000,0.5,0.5
124,virchow2,20,0.16666666666666666,0.5
124,virchow2,50,0.16666666666666666,0.0
124,virchow2,100,0.16666666666666666,0.0
124,virchow2,200,0.16666666666666666,0.16666666666666666
124,virchow2,500,0.16666666666666666,0.16666666666666666
124,virchow2,1000,0.16666666666666666,0.16666666666666666
125,gigapath,20,0.6666666666666666,0.6666666666666666
125,gigapath,50,0.6666666666666666,0.6666666666666666
125,gigapath,100,0.6666666666666666,0.6666666666666666
125,gigapath,200,0.6666666666666666,0.6666666666666666
125,gigapath,500,0.6666666666666666,0.6666666666666666
125,gigapath,1000,0.6666666666666666,0.6666666666666666
125,uni2,20,0.8333333333333334,0.3333333333333333
125,uni2,50,0.8333333333333334,0.3333333333333333
